,"Type","Date","Num","Memo","Name","Item","Qty","U/M","Sales Price","Amount","Balance"
"ALBERTSONS SAFEWAY",,,,,,,,,,,""
"JEWEL OSCO",,,,,,,,,,,""
,"Invoice","10/11/2022","523736","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3192","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.00,16.00,192.00
,"Invoice","11/08/2022","528023","810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3192","LIODJ401-AY (810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047))",13,"EA",10.50,136.50,328.50
,"Invoice","11/08/2022","528023","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3192","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",23,"EA",10.50,241.50,570.00
,"Invoice","11/08/2022","528023","810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3192","LIODJ403-AY (810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047))",4,"EA",10.50,42.00,612.00
"Total JEWEL3192",,,,,,,88,,,612.00,612.00
"JEWEL3216",,,,,,,,,,,""
,"Invoice","10/24/2022","524540","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3216","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,68.00
,"Invoice","10/24/2022","524540","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3216","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,176.00
,"Invoice","10/24/2022","524540","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3216","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,192.00
"Total JEWEL3216",,,,,,,48,,,192.00,192.00
"JEWEL3230",,,,,,,,,,,""
,"Invoice","10/11/2022","523730","810312-023846 / #23846 PRINTED JEGGING S-M (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3230","LIPDJ301-AY (810312-023846 / #23846 PRINTED JEGGING S-M (J4660))",13,"EA",10.50,136.50,136.50
,"Invoice","10/11/2022","523730","810312-023853/ #23853 PRINTED JEGGING L-XL (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3230","LIPDJ302-AY (810312-023853/ #23853 PRINTED JEGGING L-XL (J4660))",23,"EA",10.50,241.50,378.00
,"Invoice","10/11/2022","523730","810312-023860/ #23860 PRINTED JEGGING 2XL-3XL (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3230","LIPDJ303-AY (810312-023860/ #23860 PRINTED JEGGING 2XL-3XL (J4660))",4,"EA",10.50,42.00,420.00
"Total JEWEL3230",,,,,,,40,,,420.00,420.00
"JEWEL3240",,,,,,,,,,,""
,"Credit Memo","10/16/2022","523902","810312-020463 / #20463 PRINT SUPER SOFT LEGGING","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","GMSSL1010-AY (810312-020463 / #20463 PRINT SUPER SOFT LEGGING)",-14,,3.75,-52.50,-52.50
,"Credit Memo","10/16/2022","523902","810312-020654 / #20654 SOLID SUPER SOFT LEGGING","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","GMSSL1020-AY (810312-020654 / #20654 SOLID SUPER SOFT LEGGING)",-5,,3.75,-18.75,-71.25
,"Credit Memo","10/16/2022","523902","810312-021552 / #21552 PRINTED JEGGING S-M (P5232)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIPDJ201-AY (810312-021552 / #21552 PRINTED JEGGING S-M (P5232))",-4,,9.50,-38.00,-109.25
,"Credit Memo","10/16/2022","523902","810312-022832 / #22832 PRINTED JEGGING L-XL (P5232)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIPDJ202-AY (810312-022832 / #22832 PRINTED JEGGING L-XL (P5232))",-3,,9.50,-28.50,-137.75
,"Credit Memo","10/16/2022","523902","810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ401-AY (810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047))",-4,,10.50,-42.00,-179.75
,"Credit Memo","10/16/2022","523902","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",-8,,10.50,-84.00,-263.75
,"Credit Memo","10/16/2022","523902","810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ403-AY (810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047))",-1,,10.50,-10.50,-274.25
,"Credit Memo","10/16/2022","523902","810312-020463 / #20463 PRINT SUPER SOFT LEGGING","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","GMSSL1010-AY (810312-020463 / #20463 PRINT SUPER SOFT LEGGING)",-11,,3.75,-41.25,-315.50
,"Credit Memo","10/16/2022","523902","810312-020654 / #20654 SOLID SUPER SOFT LEGGING","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","GMSSL1020-AY (810312-020654 / #20654 SOLID SUPER SOFT LEGGING)",-8,,3.75,-30.00,-345.50
,"Credit Memo","10/16/2022","523902","810312-021118 / #21118 DENIM JEGGING-SOLID","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","GMDJ100-AY (810312-021118 / #21118 DENIM JEGGING-SOLID)",-1,,7.75,-7.75,-353.25
,"Credit Memo","10/16/2022","523902","810312-021552 / #21552 PRINTED JEGGING S-M (P5232)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIPDJ201-AY (810312-021552 / #21552 PRINTED JEGGING S-M (P5232))",-4,,9.50,-38.00,-391.25
,"Credit Memo","10/16/2022","523902","810312-022832 / #22832 PRINTED JEGGING L-XL (P5232)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIPDJ202-AY (810312-022832 / #22832 PRINTED JEGGING L-XL (P5232))",-1,,9.50,-9.50,-400.75
,"Credit Memo","10/16/2022","523902","810312-021552 / #21552 PRINTED JEGGING S-M (P5232)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIPDJ201-AY (810312-021552 / #21552 PRINTED JEGGING S-M (P5232))",-3,,9.50,-28.50,-429.25
,"Credit Memo","10/16/2022","523902","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",-9,,10.50,-94.50,-523.75
,"Credit Memo","10/16/2022","523902","810312-020463 / #20463 PRINT SUPER SOFT LEGGING","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","GMSSL1010-AY (810312-020463 / #20463 PRINT SUPER SOFT LEGGING)",-10,,3.75,-37.50,-561.25
,"Credit Memo","10/16/2022","523902","810312-020654 / #20654 SOLID SUPER SOFT LEGGING","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","GMSSL1020-AY (810312-020654 / #20654 SOLID SUPER SOFT LEGGING)",-3,,3.75,-11.25,-572.50
,"Credit Memo","10/16/2022","523902","810312-021552 / #21552 PRINTED JEGGING S-M (P5232)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIPDJ201-AY (810312-021552 / #21552 PRINTED JEGGING S-M (P5232))",-3,,9.50,-28.50,-601.00
,"Credit Memo","10/16/2022","523902","810312-022832 / #22832 PRINTED JEGGING L-XL (P5232)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIPDJ202-AY (810312-022832 / #22832 PRINTED JEGGING L-XL (P5232))",-1,,9.50,-9.50,-610.50
,"Credit Memo","10/16/2022","523902","810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ401-AY (810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047))",-3,,10.50,-31.50,-642.00
,"Credit Memo","10/16/2022","523902","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",-1,,10.50,-10.50,-652.50
,"Credit Memo","10/16/2022","523902","810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ403-AY (810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047))",-2,,10.50,-21.00,-673.50
,"Invoice","10/17/2022","524032","810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ401-AY (810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047))",13,"EA",10.50,136.50,-537.00
,"Invoice","10/17/2022","524032","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",23,"EA",10.50,241.50,-295.50
,"Invoice","10/17/2022","524032","810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3240","LIODJ403-AY (810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047))",4,"EA",10.50,42.00,-253.50
"Total JEWEL3240",,,,,,,-59,,,-253.50,-253.50
"JEWEL3262",,,,,,,,,,,""
,"Invoice","11/01/2022","527201","810312-023235 / #23235 HIGH RISE ATHLETIC LEGGINGS","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3262","GMHRAL100-AY (810312-023235 / #23235 HIGH RISE ATHLETIC LEGGINGS)",48,"EA",8.00,384.00,384.00
"Total JEWEL3262",,,,,,,48,,,384.00,384.00
"JEWEL3278",,,,,,,,,,,""
,"Invoice","10/17/2022","524034","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3278","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.00,68.00,68.00
,"Invoice","10/17/2022","524034","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3278","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.00,108.00,176.00
,"Invoice","10/17/2022","524034","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3278","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.00,16.00,192.00
,"Invoice","11/08/2022","528025","810312-023846 / #23846 PRINTED JEGGING S-M (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3278","LIPDJ301-AY (810312-023846 / #23846 PRINTED JEGGING S-M (J4660))",13,"EA",10.50,136.50,328.50
,"Invoice","11/08/2022","528025","810312-023853/ #23853 PRINTED JEGGING L-XL (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3278","LIPDJ302-AY (810312-023853/ #23853 PRINTED JEGGING L-XL (J4660))",23,"EA",10.50,241.50,570.00
,"Invoice","11/08/2022","528025","810312-023860/ #23860 PRINTED JEGGING 2XL-3XL (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3278","LIPDJ303-AY (810312-023860/ #23860 PRINTED JEGGING 2XL-3XL (J4660))",4,"EA",10.50,42.00,612.00
"Total JEWEL3278",,,,,,,88,,,612.00,612.00
"JEWEL3290",,,,,,,,,,,""
,"Invoice","10/24/2022","524525","810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3290","LIODJ401-AY (810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047))",13,"EA",10.50,136.50,136.50
,"Invoice","10/24/2022","524525","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3290","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",23,"EA",10.50,241.50,378.00
,"Invoice","10/24/2022","524525","810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3290","LIODJ403-AY (810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047))",4,"EA",10.50,42.00,420.00
"Total JEWEL3290",,,,,,,40,,,420.00,420.00
"JEWEL3316",,,,,,,,,,,""
,"Invoice","11/01/2022","527190","810312-023846 / #23846 PRINTED JEGGING S-M (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3316","LIPDJ301-AY (810312-023846 / #23846 PRINTED JEGGING S-M (J4660))",13,"EA",10.50,136.50,136.50
,"Invoice","11/01/2022","527190","810312-023853/ #23853 PRINTED JEGGING L-XL (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3316","LIPDJ302-AY (810312-023853/ #23853 PRINTED JEGGING L-XL (J4660))",23,"EA",10.50,241.50,378.00
,"Invoice","11/01/2022","527190","810312-023860/ #23860 PRINTED JEGGING 2XL-3XL (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3316","LIPDJ303-AY (810312-023860/ #23860 PRINTED JEGGING 2XL-3XL (J4660))",4,"EA",10.50,42.00,420.00
"Total JEWEL3316",,,,,,,40,,,420.00,420.00
"JEWEL3331",,,,,,,,,,,""
,"Credit Memo","10/16/2022","523903","810312-020456 / #20456 SEAMLESS FLEECE LEGGINGS","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3331","GMSFL1010-FW (810312-020456 / #20456 SEAMLESS FLEECE LEGGINGS)",-19,,3.75,-71.25,-71.25
,"Credit Memo","10/16/2022","523903","810312-023365 / #23365 PRINTED DISP FACE MASK - ADULT (M6572)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3331","LIPDFM102-AY (810312-023365 / #23365 PRINTED DISP FACE MASK - ADULT (M6572))",-7,,2.30,-16.10,-87.35
,"Invoice","10/17/2022","524036","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3331","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,-19.35
,"Invoice","10/17/2022","524036","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3331","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,88.65
,"Invoice","10/17/2022","524036","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3331","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,104.65
"Total JEWEL3331",,,,,,,22,,,104.65,104.65
"JEWEL3338",,,,,,,,,,,""
,"Invoice","10/17/2022","524033","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3338","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.00,68.00,68.00
,"Invoice","10/17/2022","524033","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3338","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.00,108.00,176.00
,"Invoice","10/17/2022","524033","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3338","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.00,16.00,192.00
,"Invoice","11/01/2022","527195","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3338","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,260.00
,"Invoice","11/01/2022","527195","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3338","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,368.00
,"Invoice","11/01/2022","527195","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3338","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,384.00
"Total JEWEL3338",,,,,,,96,,,384.00,384.00
"JEWEL3343",,,,,,,,,,,""
,"Invoice","10/24/2022","524536","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3343","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,68.00
,"Invoice","10/24/2022","524536","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3343","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,176.00
,"Invoice","10/24/2022","524536","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3343","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,192.00
"Total JEWEL3343",,,,,,,48,,,192.00,192.00
"JEWEL3347",,,,,,,,,,,""
,"Credit Memo","10/16/2022","523904","810312-023365 / #23365 PRINTED DISP FACE MASK - ADULT (M6572)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3347","LIPDFM102-AY (810312-023365 / #23365 PRINTED DISP FACE MASK - ADULT (M6572))",-35,,2.30,-80.50,-80.50
,"Invoice","10/24/2022","524524","810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3347","LIODJ401-AY (810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047))",13,"EA",10.50,136.50,56.00
,"Invoice","10/24/2022","524524","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3347","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",23,"EA",10.50,241.50,297.50
,"Invoice","10/24/2022","524524","810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3347","LIODJ403-AY (810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047))",4,"EA",10.50,42.00,339.50
"Total JEWEL3347",,,,,,,5,,,339.50,339.50
"JEWEL3348",,,,,,,,,,,""
,"Invoice","10/24/2022","524535","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3348","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,68.00
,"Invoice","10/24/2022","524535","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3348","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,176.00
,"Invoice","10/24/2022","524535","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3348","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,192.00
"Total JEWEL3348",,,,,,,48,,,192.00,192.00
"JEWEL3415",,,,,,,,,,,""
,"Invoice","10/24/2022","524541","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3415","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,68.00
,"Invoice","10/24/2022","524541","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3415","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,176.00
,"Invoice","10/24/2022","524541","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3415","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,192.00
"Total JEWEL3415",,,,,,,48,,,192.00,192.00
"JEWEL3426",,,,,,,,,,,""
,"Invoice","11/01/2022","527202","810312-023235 / #23235 HIGH RISE ATHLETIC LEGGINGS","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3426","GMHRAL100-AY (810312-023235 / #23235 HIGH RISE ATHLETIC LEGGINGS)",48,"EA",8.00,384.00,384.00
"Total JEWEL3426",,,,,,,48,,,384.00,384.00
"JEWEL3432",,,,,,,,,,,""
,"Credit Memo","10/16/2022","523905","810312-023853/ #23853 PRINTED JEGGING L-XL (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3432","LIPDJ302-AY (810312-023853/ #23853 PRINTED JEGGING L-XL (J4660))",-24,,10.50,-252.00,-252.00
,"Credit Memo","10/16/2022","523905","810312-020456 / #20456 SEAMLESS FLEECE LEGGINGS","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3432","GMSFL1010-FW (810312-020456 / #20456 SEAMLESS FLEECE LEGGINGS)",-1,,3.75,-3.75,-255.75
,"Credit Memo","10/16/2022","523905","810312-020654 / #20654 SOLID SUPER SOFT LEGGING","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3432","GMSSL1020-AY (810312-020654 / #20654 SOLID SUPER SOFT LEGGING)",-25,,3.75,-93.75,-349.50
,"Credit Memo","10/16/2022","523905","810312-022375 / #22375 SUP SOFT LEG SOLID BGY S-L (L1320)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3432","LISSL117-AY (810312-022375 / #22375 SUP SOFT LEG SOLID BGY S-L (L1320))",-2,,4.00,-8.00,-357.50
,"Credit Memo","10/16/2022","523905","810312-023846 / #23846 PRINTED JEGGING S-M (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3432","LIPDJ301-AY (810312-023846 / #23846 PRINTED JEGGING S-M (J4660))",-16,,10.50,-168.00,-525.50
,"Invoice","10/17/2022","524035","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3432","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.00,68.00,-457.50
,"Invoice","10/17/2022","524035","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3432","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.00,108.00,-349.50
,"Invoice","10/17/2022","524035","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3432","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.00,16.00,-333.50
"Total JEWEL3432",,,,,,,-20,,,-333.50,-333.50
"JEWEL3453",,,,,,,,,,,""
,"Invoice","10/17/2022","524038","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3453","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,68.00
,"Invoice","10/17/2022","524038","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3453","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,176.00
,"Invoice","10/17/2022","524038","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3453","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,192.00
"Total JEWEL3453",,,,,,,48,,,192.00,192.00
"JEWEL3464",,,,,,,,,,,""
,"Invoice","10/24/2022","524528","810312-023846 / #23846 PRINTED JEGGING S-M (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3464","LIPDJ301-AY (810312-023846 / #23846 PRINTED JEGGING S-M (J4660))",13,"EA",10.50,136.50,136.50
,"Invoice","10/24/2022","524528","810312-023853/ #23853 PRINTED JEGGING L-XL (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3464","LIPDJ302-AY (810312-023853/ #23853 PRINTED JEGGING L-XL (J4660))",23,"EA",10.50,241.50,378.00
,"Invoice","10/24/2022","524528","810312-023860/ #23860 PRINTED JEGGING 2XL-3XL (J4660)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3464","LIPDJ303-AY (810312-023860/ #23860 PRINTED JEGGING 2XL-3XL (J4660))",4,"EA",10.50,42.00,420.00
"Total JEWEL3464",,,,,,,40,,,420.00,420.00
"JEWEL3465",,,,,,,,,,,""
,"Invoice","10/11/2022","523735","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:JEWEL OSCO:JEWEL3465","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.00,68.00,68.00
