,"Type","Date","Num","Memo","Name","Item","Qty","U/M","Sales Price","Amount","Balance"
,"Credit Memo","10/16/2022","523932","810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633)","KVAT FOOD STORES:KVAT436 (EI)","LISBT202-FW (810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633))",-10,,9.00,-90.00,267.00
,"Credit Memo","10/16/2022","523932","810312-023242 / #23242 PRINTED HNKERCHF HEM TUNIC S-XL (T4259)","KVAT FOOD STORES:KVAT436 (EI)","LIPHHT101-FW (810312-023242 / #23242 PRINTED HNKERCHF HEM TUNIC S-XL (T4259))",-5,,8.00,-40.00,227.00
,"Invoice","10/17/2022","524063","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT436 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,479.00
,"Invoice","10/24/2022","524431","810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633)","KVAT FOOD STORES:KVAT436 (EI)","LISBT201-FW (810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633))",14,"EA",9.00,126.00,605.00
,"Invoice","10/24/2022","524431","810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633)","KVAT FOOD STORES:KVAT436 (EI)","LISBT202-FW (810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633))",22,"EA",9.00,198.00,803.00
"Total KVAT436 (EI)",,,,,,,103,,,803.00,803.00
"KVAT438 (EI)",,,,,,,,,,,""
,"Invoice","10/04/2022","522800","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","KVAT FOOD STORES:KVAT438 (EI)","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.00,68.00,68.00
,"Invoice","10/04/2022","522800","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","KVAT FOOD STORES:KVAT438 (EI)","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.00,108.00,176.00
,"Invoice","10/04/2022","522800","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","KVAT FOOD STORES:KVAT438 (EI)","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.00,16.00,192.00
,"Invoice","10/04/2022","522800","FREIGHT","KVAT FOOD STORES:KVAT438 (EI)","C 1 (FREIGHT)",1,,192.00,192.00,384.00
,"Invoice","10/17/2022","524064","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT438 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,636.00
"Total KVAT438 (EI)",,,,,,,85,,,636.00,636.00
"KVAT601 (EI)",,,,,,,,,,,""
,"Invoice","10/17/2022","524065","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT601 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,252.00
,"Invoice","10/24/2022","524454","810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC","KVAT FOOD STORES:KVAT601 (EI)","GMSWKT100-FW (810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC)",36,"EA",8.50,306.00,558.00
"Total KVAT601 (EI)",,,,,,,72,,,558.00,558.00
"KVAT603 (EI)",,,,,,,,,,,""
,"Invoice","10/17/2022","524066","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT603 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,252.00
,"Invoice","11/01/2022","527155","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","KVAT FOOD STORES:KVAT603 (EI)","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,320.00
,"Invoice","11/01/2022","527155","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","KVAT FOOD STORES:KVAT603 (EI)","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,428.00
,"Invoice","11/01/2022","527155","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","KVAT FOOD STORES:KVAT603 (EI)","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,444.00
,"Invoice","11/07/2022","527989","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT603 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,696.00
"Total KVAT603 (EI)",,,,,,,120,,,696.00,696.00
"KVAT605 (EI)",,,,,,,,,,,""
,"Invoice","10/17/2022","524067","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT605 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,252.00
,"Invoice","10/24/2022","524424","810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633)","KVAT FOOD STORES:KVAT605 (EI)","LISBT201-FW (810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633))",14,"EA",9.00,126.00,378.00
,"Invoice","10/24/2022","524424","810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633)","KVAT FOOD STORES:KVAT605 (EI)","LISBT202-FW (810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633))",22,"EA",9.00,198.00,576.00
,"Invoice","10/24/2022","524424","810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC","KVAT FOOD STORES:KVAT605 (EI)","GMSWKT100-FW (810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC)",36,"EA",8.50,306.00,882.00
"Total KVAT605 (EI)",,,,,,,108,,,882.00,882.00
"KVAT606 (EI)",,,,,,,,,,,""
,"Invoice","10/17/2022","524068","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT606 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,252.00
,"Invoice","10/24/2022","524448","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","KVAT FOOD STORES:KVAT606 (EI)","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.00,68.00,320.00
,"Invoice","10/24/2022","524448","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","KVAT FOOD STORES:KVAT606 (EI)","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.00,108.00,428.00
,"Invoice","10/24/2022","524448","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","KVAT FOOD STORES:KVAT606 (EI)","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.00,16.00,444.00
"Total KVAT606 (EI)",,,,,,,84,,,444.00,444.00
"KVAT610 (EI)",,,,,,,,,,,""
,"Invoice","10/04/2022","522797","810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633)","KVAT FOOD STORES:KVAT610 (EI)","LISBT201-FW (810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633))",14,"EA",9.00,126.00,126.00
,"Invoice","10/04/2022","522797","810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633)","KVAT FOOD STORES:KVAT610 (EI)","LISBT202-FW (810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633))",22,"EA",9.00,198.00,324.00
,"Invoice","10/10/2022","523324","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","KVAT FOOD STORES:KVAT610 (EI)","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,392.00
,"Invoice","10/10/2022","523324","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","KVAT FOOD STORES:KVAT610 (EI)","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,500.00
,"Invoice","10/10/2022","523324","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","KVAT FOOD STORES:KVAT610 (EI)","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,516.00
,"Invoice","10/17/2022","524069","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT610 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,768.00
,"Invoice","10/24/2022","524455","810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC","KVAT FOOD STORES:KVAT610 (EI)","GMSWKT100-FW (810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC)",36,"EA",8.50,306.00,1074.00
"Total KVAT610 (EI)",,,,,,,156,,,1074.00,1074.00
"KVAT611 (EI)",,,,,,,,,,,""
,"Invoice","10/17/2022","524070","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT611 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,252.00
,"Invoice","10/24/2022","524456","810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC","KVAT FOOD STORES:KVAT611 (EI)","GMSWKT100-FW (810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC)",36,"EA",8.50,306.00,558.00
,"Invoice","11/08/2022","528006","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT611 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,810.00
"Total KVAT611 (EI)",,,,,,,108,,,810.00,810.00
"KVAT612 (EI)",,,,,,,,,,,""
,"Invoice","10/17/2022","524040","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","KVAT FOOD STORES:KVAT612 (EI)","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.00,68.00,68.00
,"Invoice","10/17/2022","524040","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","KVAT FOOD STORES:KVAT612 (EI)","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.00,108.00,176.00
